ACT Symbol,Company Name
LNC.W,"Lincoln National Corporation Warrant expiring July 10, 2019"
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil)
LNKD,LinkedIn Corporation Class A Common Stock
LNN,Lindsay Corporation Common Stock
LNT,Alliant Energy Corporation Common Stock
LO,"Lorillard, Inc Common Stock"
LOCK,"LifeLock, Inc. Common Stock"
LOR,"Lazard World Dividend & Income Fund, Inc. Common Stock"
LOW,"Lowe's Companies, Inc. Common Stock"
LPG,Dorian LPG Ltd. Common Stock
LPI,"Laredo Petroleum, Inc. Common Stock"
LPL,"LG Display Co, Ltd AMERICAN DEPOSITORY SHARES"
LPT,Liberty Property Trust
LPX,Louisiana
LQ,La Quinta Holdings Inc. Common Stock
LRE,"LRR Energy, L.P. Common Units Representing Limited Partner Interests"
LRN,K12 Inc Common Stock
LTC,"LTC Properties, Inc. Common Stock"
LTM,Life Time Fitness Common Stock
LUB,"Luby's, Inc. Common Stock"
LUK,Leucadia National Corporation Common Stock
LUV,Southwest Airlines Company Common Stock
LUX,"Luxottica Group, S.p.A. Common Stock"
LVLT,"Level 3 Communications, Inc. Common Stock"
LVS,Las Vegas Sands Corp. Common Stock
LXFR,Luxfer Holdings PLC American Depositary Shares (each representing one
LXFT,"Luxoft Holding, Inc. Class A Ordinary Shares"
LXK,"Lexmark International, Inc. Common Stock"
LXP,Lexington Realty Trust Common Stock
LXU,"LSB Industries, Inc. Common Stock"
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands)
LYG,Lloyds Banking Group Plc American Depositary Shares
LYV,"Live Nation Entertainment, Inc. Common Stock"
LZB,La
M,Macy's Inc Common Stock
MA,Mastercard Incorporated Common Stock
MAA,Mid
MAC,Macerich Company (The) Common Stock
MAIN,Main Street Capital Corporation Common Stock
MAN,ManpowerGroup Common Stock
MANU,Manchester United Ltd. Class A Ordinary Shares
MAS,Masco Corporation Common Stock
MATX,"Matson, Inc. Common Stock"
MAV,Pioneer Municipal High Income Advantage Trust Common Shares of Beneficial Interest
MBI,MBIA Inc. Common Stock
MBLY,Mobileye N.V. Ordinary Shares
MBT,Mobile TeleSystems OJSC
MC,Moelis & Company Class A Common Stock
MCA,"Blackrock MuniYield California Quality Fund, Inc. Common Stock"
MCC,Medley Capital Corporation Common Stock
MCD,McDonald's Corporation Common Stock
MCI,Babson Capital Corporate Investors Common Stock
MCK,McKesson Corporation Common Stock
MCN,Madison Covered Call & Equity Strategy Fund Common Stock
MCO,Moody's Corporation Common Stock
MCP,"Molycorp, Inc Common Stock"
MCQ,Medley Capital Corporation 7.125% Senior Notes due 2019
MCR,MFS Charter Income Trust Common Stock
MCS,Marcus Corporation (The) Common Stock
MCV,Medley Capital Corporation 6.125% Senior Notes due 2023
MCY,Mercury General Corporation Common Stock
MD,"Mednax, Inc. Common Stock"
MDC,"M.D.C. Holdings, Inc. Common Stock"
MDLY,Medley Management Inc. Class A Common Stock
MDP,Meredith Corporation Common Stock
MDR,"McDermott International, Inc. Common Stock"
MDT,Medtronic Inc. Common Stock
MDU,"MDU Resources Group, Inc. Common Stock"
MED,MEDIFAST INC Common Stock
MEG,"Media General, Inc. Common Stock"
MEI,"Methode Electronics, Inc. Common Stock"
MEN,"Blackrock MuniEnhanced Fund, Inc Common Stock"
MEP,"Midcoast Energy Partners, L.P. Common units representing limited partner interests"
MET,"MetLife, Inc. Common Stock"
MFA,"MFA Financial, Inc."
MFC,Manulife Financial Corporation Common Stock
MFD,Macquarie/First Trust Global Common Stock
MFG,"Mizuho Financial Group, Inc. Sponosred ADR (Japan)"
MFL,Blackrock MuniHoldings Investment Quality Fund Common Shares of Beneficial Interest
MFM,MFS Municipal Income Trust Common Stock
MFO,"MFA Financial, Inc. 8.00% Senior Notes due 2042"
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest
MFV,MFS Special Value Trust Common Stock
MG,Mistras Group Inc Common Stock
MGA,"Magna International, Inc. Common Stock"
MGF,MFS Government Markets Income Trust Common Stock
MGM,MGM Resorts International Common Stock
MGR,"Affiliated Managers Group, Inc. 6.375% Senior Notes due 2042"
MGU,Macquarie Global Infrastructure Total Return Fund Inc. Common Stock
MHD,"Blackrock MuniHoldings Fund, Inc. Common Stock"
MHF,"Western Asset Municipal High Income Fund, Inc. Common Stock"
MHFI,"McGraw Hill Financial, Inc. Common Stock"
MHG,Marine Harvest ASA Sponsored ADR (Norway)
MHI,Pioneer Municipal High Income Trust Common Shares of Beneficial Interest
MHK,"Mohawk Industries, Inc. Common Stock"
MHN,"Blackrock MuniHoldings New York Quality Fund, Inc. Common Stock"
MHNA,Maiden Holdings North America Ltd. 8.25% Notes due 2041
MHNB,"Maiden Holdings North America, Ltd. 8.00% Notes due 2042"
MHNC,"Maiden Holdings North America, Ltd. 7.75% Notes due 2043"
MHO,"M/I Homes, Inc. Common Stock"
MHR,Magnum Hunter Resources Corporation
MHY,"Western Asset Managed High Income Fund, Inc. Common Stock"
MIC,Macquarie Infrastructure Company LLC (New) Shares representing one Limited Liability Interest
MIE,"Cohen & Steers MLP Income and Energy Opportunity Fund, Inc. Common Stock"
MIG,"Meadowbrook Insurance Group, Inc. Common Stock"
MIL,MFC Industrial Ltd.
MILL,"Miller Energy Resourses, Inc. Common Stock"
MIN,MFS Intermediate Income Trust Common Stock
MITT,"AG Mortgage Investment Trust, Inc. Common Stock"
MIXT,"MiX Telematics Limited American Depositary Shares, each representing 25 Ordinary Shares"
MIY,"Blackrock MuniYield Michigan Quality Fund, Inc. Common Stock"
MJI,"Blackrock MuniYield New Jersey Quality Fund, Inc. Common Stock"
MJN,Mead Johnson Nutrition Company Common Stock
MKC,"McCormick & Company, Incorporated Common Stock"
MKC.V,"McCormick & Company, Incorporated Common Stock"
MKL,Markel Corporation Common Stock
MLI,"Mueller Industries, Inc. Common Stock"
MLM,"Martin Marietta Materials, Inc. Common Stock"
MLP,"Maui Land & Pineapple Company, Inc. Common Stock"
MLR,"Miller Industries, Inc. Common Stock"
MM,"Millennial Media, Inc. Common Stock"
MMC,"Marsh & McLennan Companies, Inc. Common Stock"
MMD,MainStay DefinedTerm Municipal Opportunities Fund Common Shares of Beneficial Interest
MMI,"Marcus & Millichap, Inc. Common Stock"
MMM,3M Company Common Stock
MMP,Magellan Midstream Partners L.P. Limited Partnership
MMS,"Maximus, Inc. Common Stock"
MMT,MFS Multimarket Income Trust Common Stock
MMU,"Western Asset Managed Municipals Fund, Inc. Common Stock"
MN,"Manning & Napier, Inc. Class A Common Stock"
MNE,Blackrock Muni New York Intermediate Duration Fund Inc Common Stock
MNI,McClatchy Company (The) Common Stock
MNK,Mallinckrodt plc Ordinary Shares
MNP,"Western Asset Municipal Partners Fund, Inc. Common Stock"
MNR,Monmouth Real Estate Investment Corporation Class A Common Stock
MO,"Altria Group, Inc."
MOD,Modine Manufacturing Company Common Stock
MODN,"Model N, Inc. Common Stock"
MOG.A,Moog Inc. Class A Common Stock
MOG.B,Moog Inc. Class B Common Stock
MOH,Molina Healthcare Inc Common Stock
MON,Monsanto Company Common Stock
MORE,"Monogram Residential Trust, Inc. Common"
MOS,Mosaic Company (The) Common Stock
MOV,Movado Group Inc. Common Stock
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock
MPC,Marathon Petroleum Corporation Common Stock
MPG,Metaldyne Performance Group Inc. Common Stock
MPLX,MPLX LP Common Units Representing Limited Partner Interests
MPO,"Midstates Petroleum Company, Inc. Common Stock"
MPV,Babson Capital Participation Investors Common Stock
MPW,"Medical Properties Trust, Inc. common stock"
MPX,Marine Products Corporation Common Stock
MQT,"Blackrock MuniYield Quality Fund II, Inc. Common Stock"
MQY,"Blackrock MuniYield Quality Fund, Inc. Common Stock"
MR,Mindray Medical International Limited Sponsored ADR representing Class A shares (China)
MRC,MRC Global Inc. Common Stock
MRH,Montpelier Re Holdings Ltd.
MRIN,Marin Software Incorporated Common Stock
MRK,"Merck & Company, Inc. Common Stock (new)"
MRO,Marathon Oil Corporation Common Stock
MS,Morgan Stanley Common Stock
MSA,MSA Safety Incorporated Common Stock
MSB,Mesabi Trust Common Stock
MSCA,Main Street Capital Corporation 6.125% Senior Notes due 2023
MSCI,MSCI Inc Common Stock
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc. Common Stock"
MSF,"Morgan Stanley Emerging Markets Fund, Inc. Common Stock"
MSI,"Motorola Solutions, Inc. Common Stock"
MSJ,Morgan Stanley Cap Trust VI Cap Securities
MSK,Morgan Stanley Cap TR VIII GDT Cap Securities
MSL,MidSouth Bancorp Common Stock
MSM,"MSC Industrial Direct Company, Inc. Common Stock"
MSO,"Martha Stewart Living Omnimedia, Inc. Common Stock"
MSP,Madison Strategic Sector Premium Fund Madison Strategic Sector Premium Fund Common Shares of Beneficial Interest
MSZ,Morgan Stanley Capital Trust VII Cap Secs
MT,Arcelor Mittal NY Registry Shares NEW
MTB,M&T Bank Corporation Common Stock
MTB.W,"M&T Bank Corporation Warrant (Expiring December 23, 2018)"
MTCN,ArcelorMittal 6.00% Mandatorily Convertible Subordinated Notes due 2016
MTD,Mettler
MTDR,Matador Resources Company Common Stock
MTG,MGIC Investment Corporation Common Stock
MTH,Meritage Homes Corporation Common Stock
MTL,Mechel OAO American Depositary Shares (Each rep. 1 common shares)
MTN,"Vail Resorts, Inc. Common Stock"
MTOR,"Meritor, Inc. Common Stock"
MTR,Mesa Royalty Trust Common Stock
MTRN,Materion Corporation
MTS,"Montgomery Street Income Securities, Inc. Common Stock"
MTT,Western Asset Municipal Defined Opportunity Trust Inc Common Stock
MTU,"Mitsubishi UFJ Financial Group, Inc. Common Stock"
MTW,"Manitowoc Company, Inc. (The) Common Stock"
MTX,Minerals Technologies Inc. Common Stock
MTZ,"MasTec, Inc. Common Stock"
MUA,"Blackrock MuniAssets Fund, Inc Common Stock"
MUC,"Blackrock MuniHoldings California Quality Fund, Inc.  Common Stock"
MUE,"Blackrock MuniHoldings Quality Fund II, Inc. Common Stock"
MUH,"Blackrock MuniHoldings Fund II, Inc. Common Stock"
MUI,Blackrock Muni Intermediate Duration Fund Inc Common Stock
MUJ,"Blackrock MuniHoldings New Jersey Quality Fund, Inc. Common Stock"
MUR,Murphy Oil Corporation Common Stock
MUS,"Blackrock MuniHoldings Quality Fund, Inc Common Stock"
MUSA,Murphy USA Inc. Common Stock
MUX,McEwen Mining Inc. Common Stock
MVC,"MVC Capital, Inc. Common Stock"
MVCB,MVC Capital 7.25% Senior Notes due 2023
MVNR,"Mavenir Systems, Inc. Common Stock"
MVO,MV Oil Trust Units of Beneficial Interests
MVT,"Blackrock MuniVest Fund II, Inc.  Common Stock"
MW,"Men's Wearhouse, Inc. (The) Common Stock"
MWA,MUELLER WATER PRODUCTS Common Stock
MWE,"MarkWest Energy Partners, LP Common units representing limited partnership units"
MWG,Morgan Stanley Cap Tr IV Gtd Cap Secs
MWO,Morgan Stanley Cap Tr V Gtd Cap Secs
MWR,Morgan Stanley Cap Tr III Capital Trust Securities
MWV,Meadwestvaco Corporation Common Stock
MWW,"Monster Worldwide, Inc. Common Stock"
MX,"MagnaChip Semiconductor Corporation Depositary Shares, each representing one share of common stock"
MXE,"Mexico Equity and Income Fund, Inc. (The) Common Stock"
MXF,"Mexico Fund, Inc. (The) Common Stock"
MXL,"MaxLinear, Inc Class A Common Stock"
MY,"China Ming Yang Wind Power Group Limited American Depositary Shares, each representing one ordinary share $0.001 par value"
MYC,"Blackrock MuniYield California Fund, Inc. Common Stock"
MYCC,"ClubCorp Holdings, Inc. Common Stock"
MYD,"Blackrock MuniYield Fund, Inc.  Common Stock"
MYE,"Myers Industries, Inc. Common Stock"
MYF,Blackrock MuniYield Investment Fund Common Stock
MYI,"Blackrock MuniYield Quality Fund III, Inc Common Stock"
MYJ,"Blackrock MuniYield New Jersey Fund, Inc Common Stock"
MYM,"Blackrock MuniYield Michigan Quality Fund II, Inc. Common Stock"
MYN,"Blackrock MuniYield New York Quality Fund, Inc.Common Stock"
MZF,Managed Duration Investment Grade Municipal Fund
N,Netsuite Inc Common Stock
NAC,Nuveen California Dividend Advantage Municipal Fund Common Stock
NAD,Nuveen Dividend Advantage Municipal Fund Common Stock
NADL,North Atlantic Drilling Ltd. Common Shares
NAN,Nuveen New York Dividend Advantage Municipal Fund Common Stock
NAO,Nordic Amern Offshore Ltd Ordinary Shares Reg S (Marshall Islands)
NAP,Navios Maritime Midstream Partners LP Common Units representing limited partner interests
NAT,Nordic American Tankers Limited Common Stock
NAV,Navistar International Corporation Common Stock
NAZ,Nuveen Arizona Premium Income Municipal Fund Common Stock
NBB,Nuveen Build America Bond Fund Common Shares of Beneficial Interest
NBD,Nuveen Build America Bond Opportunity Fund Common Shares of Beneficial Interest
NBG,Natl Bk Greece American Depositary Shares
NBHC,National Bank Holdings Corporation Common Stock
NBL,Noble Energy Inc. Common Stock
NBR,Nabors Industries Ltd.
NC,"NACCO Industries, Inc. Common Stock"
NCA,"Nuveen California Municipal Value Fund, Inc. Common Stock"
NCFT,"Norcraft Companies, Inc. Common Stock"
NCI,"Navigant Consulting, Inc. Common Stock"
NCR,NCR Corporation Common Stock
NCS,"NCI Building Systems, Inc. New Common Stock"
NCT,Newcastle Investment Corporation
NCV,AllianzGI Convertible & Income Fund
NCZ,AllianzGI Convertible & Income Fund II Common Shares of Beneficial Interest
NDP,"Tortoise Energy Independence Fund, Inc. Common Stock"
NDRO,Enduro Royalty Trust Trust Units representing beneficial interest in the trust
NE,Noble Corporation Ordinary Shares (UK)
NEA,Nuveen AMT
NEE,"NextEra Energy, Inc. Common Stock"
NEFF,Neff Corporation Common Stock
NEM,Newmont Mining Corporation
NEP,"NextEra Energy Partners, LP Common Units representing limited partner interests"
NES,"Nuverra Environmental Solutions, Inc. Common Stock"
NEU,NewMarket Corp Common Stock
NEV,Nuveen Enhanced Municipal Value Fund Common Shares of Beneficial Interest
NEWM,New Media Investment Group Inc. Common Stock
NEWR,"New Relic, Inc. Common Stock"
NFG,National Fuel Gas Company Common Stock
NFJ,"AllianzGI NFJ Dividend, Interest & Premium Strategy Fund"
NFX,Newfield Exploration Company Common Stock
NGG,"National Grid Transco, PLC National Grid PLC (NEW) American Depositary Shares"
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests
NGLS,Targa Resources Partners LP Common Units Representing Limited Partnership Interests
NGS,"Natural Gas Services Group, Inc. Common Stock"
NGVC,"Natural Grocers by Vitamin Cottage, Inc. Common Stock"
NHF,NexPoint Credit Strategies Fund
NHI,"National Health Investors, Inc. Common Stock"
NI,NiSource Inc Common Stock
NID,Nuveen Intermediate Duration Municipal Term Fund Common Shares of Beneficial Interest
NIE,AllianzGI Equity & Convertible Income Fund
NIM,Nuveen Select Maturities Municipal Fund Common Stock
NIO,"Nuveen Municipal Opportunity Fund, Inc. Common Stock"
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund Common Shares of Beneficial Interest
NJ,Nidec Corporation (Nihon Densan Kabushiki Kaisha) American Depositary Shares
NJR,NewJersey Resources Corporation Common Stock
NKA,Niska Gas Storage Partners LLC Common Units Representing Limited Liability Company Interests
NKE,"Nike, Inc. Common Stock"
NKG,Nuveen Georgia Dividend Advantage Municipal Fund 2 Nuveen Georgia Dividend Advantage Municipal Fund 2 (the
NKX,Nuveen California AMT
NL,"NL Industries, Inc. Common Stock"
NLS,"Nautilus, Inc. Common Stock"
NLSN,Nielsen N.V. Common Stock
NLY,Annaly Capital Management Inc Common Stock
NM,Navios Maritime Holdings Inc. Common Stock
NMA,"Nuveen Municipal Advantage Fund, Inc. Common Stock"
NMBL,"Nimble Storage, Inc. Common Stock"
NMFC,New Mountain Finance Corporation Common Stock
NMI,"Nuveen Municipal Income Fund, Inc. Common Stock"
NMM,Navios Maritime Partners LP Common Units Representing Limited Partner Interests
NMO,"Nuveen Municipal Market Opportunity Fund, Inc. Common Stock"
NMR,Nomura Holdings Inc ADR American Depositary Shares
NMS,Nuveen Minnesota Municipal Income Fund Common Shares of Beneficial Interest
NMT,Nuveen Massachusetts Premium Income Municipal Fund Common Stock
NMY,Nuveen Maryland Premium Income Municipal Fund Common Stock
NNA,Navios Maritime Acquisition Corporation Common stock
NNC,Nuveen North Carolina Premium Income Municipal Fund Common Stock
NNI,"Nelnet, Inc. Common Stock"
NNN,National Retail Properties Common Stock
NNP,"Nuveen New York Performance Plus Municipal Fund, Inc. Common Stock"
NNY,"Nuveen New York Municipal Value Fund, Inc. Common Stock"
NOA,"North American Energy Partners, Inc. Common Shares (no par)"
NOAH,Noah Holdings Limited
NOC,Northrop Grumman Corporation Common Stock
NOK,Nokia Corporation Sponsored American Depositary Shares
NOR,Noranda Aluminum Holding Corporation Common Stock
NORD,"Nord Anglia Education, Inc. Ordinary Shares"
NOV,"National Oilwell Varco, Inc. Common Stock"
NOW,"ServiceNow, Inc. Common Stock"
NP,"Neenah Paper, Inc. Common Stock"
NPD,China Nepstar Chain Drugstore Ltd American Depositary Shares
NPF,"Nuveen Premier Municipal Income Fund, Inc. Common Stock"
NPI,"Nuveen Premium Income Municipal Fund, Inc. Common Stock"
NPK,"National Presto Industries, Inc. Common Stock"
NPM,"Nuveen Premium Income Municipal Fund II, Inc. Common Stock"
NPO,Enpro Industries Inc
NPP,"Nuveen Performance Plus Municipal Fund, Inc. Common Stock"
NPT,"Nuveen Premium Income Municipal Fund IV, Inc. Common Stock"
NPTN,NeoPhotonics Corporation Common Stock
NPV,Nuveen Virginia Premium Income Municipal Fund Common Stock
NQ,"NQ Mobile Inc. American Depositary Shares, each representing five Class A common shares"
NQI,"Nuveen Quality Municipal Fund, Inc.  Common Stock"
NQM,"Nuveen Investment Quality Municipal Fund, Inc. Common Stock"
NQP,"Nuveen Pennsylvania Investment Quality Municipal Fund, Inc. Common Stock"
NQS,"Nuveen Select Quality Municipal Fund, Inc. Common Stock"
NQU,"Nuveen Quality Income Municipal Fund, Inc. Common Stock"
NR,"Newpark Resources, Inc. Common Stock"
NRF,NorthStar Realty Finance Corp. Common Stock (New)
NRG,"NRG Energy, Inc. Common Stock"
NRK,Nuveen New York AMT
NRP,Natural Resource Partners LP Limited Partnership
NRT,North European Oil Royality Trust Common Stock
NRZ,New Residential Investment Corp. Common Stock
NS,Nustar Energy L.P.  Common Units
NSAM,"NorthStar Asset Management Group, Inc. Common Stock"
NSC,Norfolk Southern Corporation Common Stock
NSH,"Nustar GP Holdings, LLC Units"
NSL,Nuveen Senior Income Fund Common Stock
NSLP,New Source Energy Partners L.P. Common Units Representing Limited Partner Interests
NSM,Nationstar Mortgage Holdings Inc. Common Stock
NSP,"Insperity, Inc. Common Stock"
NSR,"Neustar, Inc. Neustar, Inc. Class A Common Stock"
NSS,"NuStar Logistics, L.P. 7.625% Fixed"
NTC,Nuveen Connecticut Premium Income Municipal Fund Common Stock
NTG,"Tortoise MLP Fund, Inc. Common Stock"
NTI,Northern Tier Energy LP Common Units representing Limited Partner Interests
NTL,"Nortel Inversora SA, ADR Common Stock"
NTP,Nam Tai Property Inc. Common Stock
NTT,Nippon Telegraph and Telephone Corporation Common Stock
NTX,Nuveen Texas Quality Income Municipal Fund Common Stock
NTZ,"Natuzzi, S.p.A."
NU,Northeast Utilities Common Stock
NUE,Nucor Corporation Common Stock
NUM,Nuveen Michigan Quality Income Municipal Fund Common Stock
NUO,Nuveen Ohio Quality Income Municipal Fund Common Stock
NUS,"Nu Skin Enterprises, Inc. Common Stock"
NUV,"Nuveen Municipal Value Fund, Inc. Common Stock"
NUW,Nuveen AMT
NVGS,Navigator Holdings Ltd. Ordinary Shares (Marshall Islands)
NVO,Novo Nordisk A/S Common Stock
NVR,"NVR, Inc. Common Stock"
NVRO,Nevro Corp. Common Stock
NVS,Novartis AG Common Stock
NWE,NorthWestern Corporation Common Stock
NWHM,New Home Company Inc. (The) Common Stock
NWL,Newell Rubbermaid Inc. Common Stock
NWN,Northwest Natural Gas Company Common Stock
NWY,"New York & Company, Inc. New York & Company, Inc. Common Shares"
NX,Quanex Building Products Corporation Common Stock
NXC,Nuveen California Select Tax
NXJ,Nuveen New Jersey Dividend Advantage Municipal Fund Share of Beneficial Interest
NXN,Nuveen New York Select Tax
NXP,Nuveen Select Tax Free Income Portfolio Common Stock
NXQ,Nuveen Select Tax Free Income Portfolio II Common Stock
NXR,Nuveen Select Tax Free Income Portfolio III Common Stock
NYCB,"New York Community Bancorp, Inc. Common Stock"
NYLD,"NRG Yield, Inc. Class A Common Stock"
NYRT,"New York REIT, Inc. Common Stock"
NYT,New York Times Company (The) Common Stock
O,Realty Income Corporation Common Stock
OAK,"Oaktree Capital Group, LLC Class A Units Representing Limited Liability Company Interests"
OAKS,Five Oaks Investment Corp. Common Stock
OAS,Oasis Petroleum Inc. Common Stock
OB,"OneBeacon Insurance Group, Ltd. Class A Common Stock"
OC,Owens Corning Inc Common Stock New
OCIP,OCI Partners LP Common Units representing Limited Partner Interests
OCIR,OCI Resources LP Common Units representing Limited Partner Interests
OCN,Ocwen Financial Corporation NEW Common Stock
OCR,"Omnicare, Inc. Common Stock"
ODC,Oil
OEC,Orion Engineered Carbons S.A Common Shares
OFC,Corporate Office Properties Trust Common Stock
OFG,OFG Bancorp Common Stock
OGE,OGE Energy Corporation Common Stock
OGS,"ONE Gas, Inc. Common Stock"
OHI,"Omega Healthcare Investors, Inc. Common Stock"
OI,Owens
OIA,Invesco Municipal Income Opportunities Trust Common Stock
OIBR,Oi S.A. American Depositary Shares (Each representing 1 Preferred Share)
OIBR.C,"Oi S.A. American Depositary Shares, (Each representing 1 Common Share)"
OII,"Oceaneering International, Inc. Common Stock"
OILT,"Oiltanking Partners, L.P. Common Units Representing Limited Partnership Interests"
OIS,"Oil States International, Inc. Common Stock"
OKE,"ONEOK, Inc. Common Stock"
OKS,"ONEOK Partners, L.P. Common Stock"
OLN,Olin Corporation Common Stock
OLP,"One Liberty Properties, Inc. Common Stock"
OMAM,OM Asset Management plc Ordinary Shares
OMC,Omnicom Group Inc. Common Stock
OME,Omega Protein Corporation Common Stock
OMG,"OM Group, Inc. Common Stock"
OMI,"Owens & Minor, Inc. Common Stock"
OMN,OMNOVA Solutions Inc. Common Stock
ONDK,"On Deck Capital, Inc. Common Stock"
ONE,"Higher One Holdings, Inc. Common Stock"
OPK,OPKO Health Inc. Common Stock
OPWR,"Opower, Inc. Common Stock"
OPY,"Oppenheimer Holdings, Inc. Class A Common Stock (DE)"
ORA,"Ormat Technologies, Inc. Common Stock"
ORAN,Orange
ORB,Orbital Sciences Corporation Common Stock
ORC,"Orchid Island Capital, Inc. Common Stock"
ORCL,Oracle Corporation Common Stock
ORI,Old Republic International Corporation Common Stock
ORN,Orion Marine Group Inc Common
OSK,Oshkosh Corporation (Holding Company)Common Stock
OUBS,UBS AG Common Stock
OUT,OUTFRONT Media Inc. Common Stock
OWW,"Orbitz Worldwide, Inc. Common Stock"
OXM,"Oxford Industries, Inc. Common Stock"
OXY,Occidental Petroleum Corporation Common Stock
OZM,Och
P,"Pandora Media, Inc. Common Stock"
PAA,"Plains All American Pipeline, L.P. Common Stock"
PAC,"Grupo Aeroportuario Del Pacifico, S.A. B. de C.V. Grupo Aeroportuario Del Pacifico, S.A. de C.V. (each representing 10 Series B shares)"
PACD,Pacific Drilling S.A. Common Shares
PAG,"Penske Automotive Group, Inc. Common Stock"
PAGP,"Plains Group Holdings, L.P. Class A Shares representing limited partner interests"
PAH,Platform Specialty Products Corporation Common Stock
PAI,Western Asset Income Fund Common Stock
PAM,Pampa Energia S.A. Pampa Energia S.A.
PANW,"Palo Alto Networks, Inc. Common Stock"
PAR,PAR Technology Corporation Common Stock
PAY,"Verifone Systems, Inc. Common Stock"
PAYC,"Paycom Software, Inc. Common Stock"
PB,"Prosperity Bancshares, Inc. Common Stock"
PBA,Pembina Pipeline Corp. Ordinary Shares (Canada)
PBF,PBF Energy Inc. Class A Common Stock
PBFX,PBF Logistics LP Common Units representing limited partner interests
PBH,"Prestige Brand Holdings, Inc. Common Stock"
PBI,Pitney Bowes Inc. Common Stock
PBR,Petroleo Brasileiro S.A.
